Tipo_de_Propiedad,Zona,Fecha_Publicacion,Latitud,Longitud,Precio,Gastos_Comunes,Fecha_Construccion,Estado,Disposicion,Banos,M2_edificados,M2_de_terraza,M2_del_terreno,Dormitorios,Garajes,Vivienda_Social,Descripcion
Casa,Malvín,2024-08-19,-34.8902537707621,-56.09420013322961,440000,0.0,,Excelente estado,Al frente,3.0,194,0,330,4.0,3.0,False,"Ubicada sobre calle tranquila, próxima al Club Malvín y al Parque Baroffio. Propiedad horizontal completamente independiente, de sólida construcción y desarrollada en dos plantas. Buena distribución de ambientes. Moderna, espaciosa, muy cómoda, completa, iluminada y funcional. Ideal para familia numerosa.Bonito jardín al frente. Admirable living con piso de parquet y una linda estufa a leña que además de climatizar, le brinda ese toque de calidez a uno de los puntos de encuentro en las tardes y noches de invierno. De muy buen tamaño y a su vez acogedor, excelente para distenderse y disfrutar.Moderna cocina con mesadas en granito, doble bacha, placares aéreos, bajo mesada y salida al fondo. Integrada al comedor diario mediante un pasaplatos/ desayunador. Estupendo para no perderte de nada mientras tu familia está reunida, tus hijos jugando o haciendo su tarea en el comedor. Agradable comedor diario con grandes ventanales hacia el jardín.Cuenta con cuatro dormitorios. Dos en planta baja y dos en planta alta. Todos con piso de parquet, tres de ellos con placard empotrado. Dormitorio principal de gran tamaño en planta alta, muy iluminado y con acceso a azotea con deck.Un baño completo por planta. Baño social en planta baja.Generoso fondo, en parte enjardinado y en parte embaldosado, con parrillero techado. Perfecto para disfrutar aún más de lindos momentos en familia y con amigos. Si tienes mascota, a ella también le encantará.Habitación con baño contigua al parrillero, amoldable a tus gustos y necesidades. Posible lugar de trabajo, estudio, playroom, gimnasio o primera independencia, entre otros.Depósito para guardar herramientas, repuestos, máquina de cortar pasto y todo aquello que no quieras tener ocupando espacio en el interior de la casa.Lugar para tres vehículos en el retiro.Sin duda una propiedad que ofrece grandes beneficios. Amplia y muy bien cuidada. Con espacio suficiente como para compartir cómodos en familia y también como para encontrar tu espacio de relax. Doble vidrio en ventanales al frente. Persianas y cortinas corredizas. Aire acondicionado en dormitorios, comedor y habitación al fondo. Placares y espacios de guardado que contribuyen a mantener el orden y la armonía del hogar. Reja perimetral, reja en aberturas y alarma.Pronta para mudarse y con todo lo que necesitas para vivir pleno y a gusto en una hermosa zona, próxima a servicios y espacios de recreación.¿Quieres saber más? Mi nombre es Vanessa, comunícate conmigo ahora y descubre tu nuevo hogar"
Apartamento,Cordón,2024-09-02,-34.903847,-56.174169,149000,100.0,2024.0,A estrenar,Al frente,1.0,43,-43,0,1.0,1.0,False,"Precioso apartamento a Estrenar.-Piso Alto, super luminoso y despejado, cocina integrada con placares.-Tiene sillón de dos cuerpos , mesa ratona, lámpara de pie, rack para tv y tv. banquetas para desayunar, heladera.1 dormitorio con somiier , mesas de luz y sus respectivas lámparas.-Gge lugar fijo.-Precio U$S 149.000.-Ideal Inversor , alquilado a partir del 1° de Julio 2024.- (CW214480)"
Apartamento,Centro,2024-08-27,-34.90326665230569,-56.182429790496826,195000,265.0,1941.0,Excelente estado,Al frente,2.0,137,16,0,4.0,0.0,False,"Se vende hermoso apartamento ubicado en el centro mismo de Montevideo, sobre la calle Colonia entre Carlos Roxlo y TacuarembóPrecio en dólares U$$ 195.000.-Gastos comunes: $ 10.600.-Año de construcción 1941Área total: 160 m²Área de la vivienda 137 m²Al ingresar al apartamento sobre la calle colonia nos encontramos con un hermoso living de 30m² piso de parket plastificado y aire acondicionado, amplio ventanal el cual proporciona mucha luz natural, desde este lugar accedemos a la terraza de 16 m². la cual tiene uso exclusivo para esta unidad.Sala comedor con cerramiento independiente hacia el living, piso de parket plastificado.Los cuatro dormitorios tienen ventanas con luz natural, tres de ellos con piso de parket plastificado y aire acondicionado. Dos de los dormitorios tienen el acceso directo al balcón, hacia el contra frente del edificio esto proporciona una calidez de mucho sol y luz gran natural.Muy amplia y cómoda cocina con modernos muebles aéreos y bajo mesada en color blanco, mesada de granito gris, pileta acero inoxidable.Pieza de lavadero, independiente a la cocina.Baño de invitados con ducha.Baño principal completo, doble pileta con mesada de mármol, ducha con mampara.Incluido en el precio de venta están:Un calefón a gas, el cual tiene conexión a cocina y ambos baños.Los cuatro aires acondicionados.Dos amplios placares. Rejas en todas las puertas y ventanas, dos tableros de instalación eléctrica con llaves térmicas, gas por cañería a un costo mensual aproximado de 900 pesos.El edificio cuenta con un apartamento por piso, muy sólida y buena edificaciónUna oportunidad imposible de perderCon gusto atenderemos sus consultas y coordinaremos visitas en las líneas *** – 2409-5318"
Casa,Carrasco,2024-08-21,-34.8841966,-56.0451844,750000,0.0,1964.0,Excelente estado,Al frente,3.0,206,0,291,3.0,2.0,False,"Venta de casa, 3 dormitorios, Carrasco, MontevideoAmplia casa ubicada en una zona privilegiada de Carrasco Sur, al sur de Rivera y a pocos metros de la rambla. Cuenta con 291 m2 construidos y 645 m2 de terreno.En la planta baja cuenta con living comedor con estufa de alto rendimiento, con grandes aberturas dando así buena iluminación. Dispone de cocina definida reciclada. Un baño social. Estar con estufa de alto rendimiento con comedor diario y salida a la pérgola techada con salida al jardín.Cuenta con 3 dormitorios en suite distribuidos de la siguiente manera:El dormitorio principal ubicado en la planta baja, en suite y vestidor; el baño se encuentra reciclado. Disfruta de vista al jardín de invierno. Un Dormitorio en suite en la planta baja. El tercer dormitorio se ubica en la planta alta, de gran tamaño. Fácil divisible. Un baño completo.La casa cuenta con una amplia galería con salida a jardín con piscina.Barbacoa con estufa y dormitorio de servicio completo o lavadero. Características adicionales:- Calefacción con tiro balanceado.- Gas por cañería.- Rejas.- Alarma.           .  Caracteristicas:  COMEDOR,  DORMITORIO EN SUITE,  ESTAR,  LAVADERO,  ESTUFA A LEñA,  ALARMA,  COCINA,  GAS POR CAñERíA,  DEPENDENCIA DE SERVICIO,  LIVING COMEDOR,  TOILETTE,  VESTIDOR,  PLACARD EN COCINA *** (SRS-SRS-10713)"
Apartamento,Pocitos,2024-03-23,-34.9192238,-56.1500069,530000,550.0,1948.0,Excelente estado,Al frente,3.0,210,26,0,3.0,1.0,False,"Espectacular planta en una de las zonas mas lindas de Pocitos, a metros del mar.Amplios ambientes, super luminosos, con excelente circulación y gran capacidad de guardado hacen de este departamento una excelente opción.Recepción de grandes dimensiones donde living, comedor y escritorio pueden funcionar conectados o de manera individual.Gran terraza al frenteAmplio comedor diario.Estar íntimoTres muy buenos dormitorios, muy luminosos, con excelentes placares!Dos baños completosServicio completoLavaderoAmplia cocina, con entrada independienteGarage para un auto de buenas dimensiones y posibilidad de alquilar otro lugar enfrente.Calefacción central (se cobra sobrecuota en los meses de calefacción)Vigilancia con horarioDe revista! no dejen de visitarlo!"
Apartamento,Punta Carretas,2024-08-22,-34.9216367525048,-56.157600345611584,275000,187.5,,A estrenar,Al frente,1.0,87,14,0,2.0,0.0,False,"ULTIMA UNIDAD DOS DORMITORIOS PISO 6 L FRENTEEn el corazón de Punta Carretas a pasos del Punta Carretas Shopping, Punta Carretas Golf y Rambla de punta carretas se encuentra este edificio con entrega inmediata.Cuidado diseño y terminaciones de muy buena calidad lo caracterizan.OPORTUNIDAD de comprar la unidad 601 de dos dormitorios y un baño al frente. Ambientes super luminosos por su orientación norte.Hermosas vistas al rio desde los Dormitorios.el apartamento se entrega con horno anafe, campana , aires y calefonPrecio de la unidad . U$S 275.000 CONEXIONES INCLUIDASSE ENCUENTRA CON RENTA INMEDIATA DE $46.000 por mes "
Apartamento,Pocitos,2024-04-01,-34.91783540405885,-56.15050562698365,530000,550.0,1948.0,Excelente estado,Al frente,3.0,210,26,0,3.0,1.0,False,"Este elegante apartamento de 3 dormitorios está ubicado en una de las zonas más exclusivas de Montevideo, Pocitos. Con más de 210 metros cuadrados, esta propiedad en excelente estado ofrece un estilo de vida lujoso y cómodo.

El apartamento cuenta con amplios espacios interiores, incluyendo un luminoso living comedor con estufa a leña, ideal para disfrutar de acogedores momentos en familia. Además, se encuentra equipado con una calefacción central y gas por cañería para mayor comodidad. 

Los dormitorios son espaciosos y luminosos, permitiendo una excelente distribución y privacidad para toda la familia. Los más de 3 baños aseguran que cada miembro del hogar tenga su propio espacio personal. Una característica destacada de esta propiedad es su balcón privado, perfecto para disfrutar de las vistas panorámicas de la ciudad y el entorno.

La seguridad es una prioridad en este apartamento, con una cerca perimetral, portón eléctrico y rejas en todas las ventanas. Además, cuenta con garaje propio y ascensor, brindando comodidad y accesibilidad. Otras amenidades incluyen un dormitorio de servicio, lavadero y calefón.

Con una ubicación privilegiada en Pocitos, este apartamento ofrece fácil acceso a una amplia gama de servicios y comodidades, como restaurantes, tiendas, parques y transporte público. No pierdas la oportunidad de disfrutar de este estilo de vida exclusivo en Montevideo. ¡Cont"
Apartamento,Pocitos,2024-07-09,-34.913908751164755,-56.15070343046683,345000,350.0,2005.0,Excelente estado,Al frente,3.0,97,7,0,3.0,1.0,False,"Vendo  hermoso apartamento  en elc orazòn de Pocitos, a pocos  metros de la rambla, en una zona con todos los servicios.Forma parte de un  edificio moderno con galería comercial .Se ingresa por un gran living comedor con terraza y vista despejada.3 buenos dormitorios, principal con baño en suite, y otro segundo baño completo.Cómoda cocina definida con gran espacio de guardado y terraza lavadero.Dormitorio de servicio completo.Excelente carpintería, muy buenos pisos de parquet.Pronto para ocupar, recién pintado y en excelentes condiciones.Garage con buen acceso para un auto.Calefacción y agua caliente central por caldereta a gas.Servicio de portería 24 hrs.Gastos comunes $ 15.000Primaria: 3 cuotas de $ 5.200Contribución: 3 cuotas de $ 18.000"
Casa,Carrasco,2024-04-17,-34.8794233,-56.0509477,1350000,0.0,2024.0,Buen estado,Al frente,3.0,306,0,500,4.0,2.0,False,"Venta de Casa 4 DORMITORIOS en Carrasco, MontevideoModerna casa en complejo Sur Plazas en Carrasco. Materiales y terminaciones de primera calidad con generosos ventanales y terrazas para aprovechar al máximo la luz natural y la vegetación circundante. Pronta para estrenar en Diciembre 2025.Desarrollada en 3 plantas + subsuelo, en PB: hall de acceso, living comedor con acceso a terraza techada con pérgola y parrillero, estudio, toilette, estar diario integrado a cocina con acceso a terraza y lavadero exterior. En 2do nivel: 3 dormitorios, principal en suite con vestidor, 2 baños completos y acceso a terraza, en 3er nivel gran dormitorio con baño y terraza. Jardín de uso exclusivo, piscina y riego con válvula individual. Garaje en subsuelo con espacio para 2 autos. Calefacción por losa radiante mediante bomba de calor eléctrica. 306m² internos + 58m² exteriores cubiertos + 41m² terrazas= 405m² totales 500m² de terreno con 345m² de jardín Avanzada seguridad con perímetro cerrado mediante sistemas mecánicos y digitales, cámaras IP de alta definición, con analítica de inteligencia artificial, conectadas a un sistema de monitoreo las 24h, video portero para dar acceso desde las unidades o desde el celular, aplicación para solicitar llegada asistida y rondas periódicas de patrullaje de móviles de seguridad. Adhesión a Comisión de Vecinos de la plaza Lieja - Barrio Jardín, con el fin de compartir la seguridad del barrio.Estaciones de carga para autos eléctricos, bauleras individuales y espacio para bicis.+3% conexionesForma de Pago: 30% al compromiso, 65% en 12 cuotas iguales, mensuales y consecutivas durante la obra y 5% contra entrega.Ref.: 9221-ZZ           .  Caracteristicas:  BAULERA,  DORMITORIO EN SUITE,  ESTAR,  GARAJE,  LAVADERO,  LIVING COMEDOR,  TOILETTE,  LOSA RADIANTE *** (CBR-CBR-1076)"
Casa,Carrasco,2024-04-17,-34.8794233,-56.0509477,1020000,0.0,2024.0,Buen estado,Al frente,3.0,213,0,235,3.0,2.0,False,"Venta de Casa 3 DORMITORIOS en Carrasco, MontevideoModerna casa en complejo Sur Plazas en Carrasco. Materiales y terminaciones de primera calidad con generosos ventanales y terrazas para aprovechar al máximo la luz natural y la vegetación circundante. Pronta para estrenar en Diciembre 2025.Desarrollada en 2 plantas + subsuelo, en PB: living comedor con acceso a parrilero techado con pérgola, estar diario integrado a cocina con acceso a lavadero exterior y toilette. En 2do nivel: 3 dormitorios, 2 en suite. Buen espacio de guardado. En subsuelo depósito y garaje con espacio para 2 autos. Jardín de uso exclusivo con riego con válvula individual. Calefacción por losa radiante mediante bomba de calor eléctrica. 213m² internos + 34m² exteriores cubiertos + 10m² terrazas= 257m² totales 235m² de terreno con 99m² de jardín Avanzada seguridad con perímetro cerrado mediante sistemas mecánicos y digitales, cámaras IP de alta definición, con analítica de inteligencia artificial, conectadas a un sistema de monitoreo las 24h, video portero para dar acceso desde las unidades o desde el celular, aplicación para solicitar llegada asistida y rondas periódicas de patrullaje de móviles de seguridad. Adhesión a Comisión de Vecinos de la plaza Lieja - Barrio Jardín, con el fin de compartir la seguridad del barrio.Estaciones de carga para autos eléctricos, bauleras individuales y espacio para bicis.+3% conexionesForma de Pago: 30% al compromiso, 65% en 12 cuotas iguales, mensuales y consecutivas durante la obra y 5% contra entrega.Ref.: 9222-ZZ           .  Caracteristicas:  BAULERA,  DORMITORIO EN SUITE,  ESTAR,  GARAJE,  LAVADERO,  LIVING COMEDOR,  TOILETTE,  LOSA RADIANTE,  DEPOSITO *** (CBR-CBR-1077)"
Casa,Carrasco,2024-04-17,-34.8794233,-56.0509477,820000,0.0,,Buen estado,Al frente,3.0,164,0,186,3.0,2.0,False,"Venta de Casa 3 DORMITORIOS en Carrasco, MontevideoModerna casa en complejo Sur Plazas en Carrasco. Materiales y terminaciones de primera calidad con generosos ventanales y terrazas para aprovechar al máximo la luz natural y la vegetación circundante. Pronta para estrenar en Diciembre 2025.Desarrollada en 2 plantas + subsuelo, en PB: living comedor con acceso a parrilero techado con pérgola, estar diario integrado a cocina con acceso a lavadero exterior y toilette. En 2do nivel: 3 dormitorios, uno en suite con vestidor y los otros 2 con baño compartido (uno de ellos con vestidor), en subsuelo depósito y garaje con espacio para 2 autos. Jardín de uso exclusivo con riego con válvula individual. Calefacción por losa radiante mediante bomba de calor eléctrica. 164m² internos + 32m² exteriores cubiertos + 14m² terrazas= 210m² totales 186m² de terreno con 73m² de jardín Avanzada seguridad con perímetro cerrado mediante sistemas mecánicos y digitales, cámaras IP de alta definición, con analítica de inteligencia artificial, conectadas a un sistema de monitoreo las 24h, video portero para dar acceso desde las unidades o desde el celular, aplicación para solicitar llegada asistida y rondas periódicas de patrullaje de móviles de seguridad. Adhesión a Comisión de Vecinos de la plaza Lieja - Barrio Jardín, con el fin de compartir la seguridad del barrio.Estaciones de carga para autos eléctricos, bauleras individuales y espacio para bicis.+3% conexionesForma de Pago: 30% al compromiso, 65% en 12 cuotas iguales, mensuales y consecutivas durante la obra y 5% contra entrega.Ref.: 9249-ZZ           .  Caracteristicas:  BAULERA,  DEPOSITO,  DORMITORIO EN SUITE,  ESTAR,  GARAJE,  LAVADERO,  LIVING COMEDOR,  TOILETTE,  LOSA RADIANTE *** (CBR-CBR-1078)"
Apartamento,Aguada,2024-05-03,-34.8971248,-56.1842968,156500,0.0,,Buen estado,Al frente,1.0,59,0,83,2.0,0.0,False,"Apartamento a estrenar en agosto 2024. En esquina, muy luminoso, a metros del Palacio Legislativo.Living comedor con cocina integrada, dos dormitorios que acceden a terraza que rodea el apartamento y un baño completo. Muy luminoso. Plaza de garaje opcional por USD 19.000.59,20m² interiores + 16,53m² de terrazas y 7,45m² de áreas comunes.Edifico Quorum, incluye barbacoa, playroom, gimnasio, solarium, cowork y lavandería. Cámaras de vigilancia en zona de áreas comunes. Zona muy cómoda con todos los servicios y medios de transporte.+4,5% Gastos de conexiones.Proyecto Amparado por la Ley de Vivienda Promovida nº 18.795.INVERSORES: - Exoneración del impuesto a la renta de los alquileres por 10 años (IRPF/IRAE o IRNR)CONSUMIDORES FINALES: - Exoneración del ITP (2% sobr3e el valor de Ccatastro) - Exoneración del IVA del precio de compra - Exoneración del impuesto al Patrimonio por 10 añosRef.: 9286-ZZ02/05/2024           .  Caracteristicas:  LIVING COMEDOR,  LAVANDERíA,  PLAYROOM,  SOLARIUM *** (CBR-CBR-1086)"
Casa,Carrasco,2024-05-16,-34.8811187,-56.0560709,930000,0.0,1985.0,Buen estado,Al frente,3.0,325,0,579,5.0,1.0,False,"Venta de Casa 4 dormitorios en Carrasco, Montevideo.Casa en venta en Carrasco, a metros de Arocena.Desarrollada en 2 plantas. En planta baja, hall de acceso, living comedor con estufa a leña, sala de estar, toilette, cocina definida con buen espacio de almacenamiento, patio lavadero y servicio completo. En planta alta, 4 dormitorios, gran terraza y 2 baños completos. Dormitorio principal en suite con vestidor.Amplio jardín con piscina, sistema de riego automático, barbacoa con baño y parrillero, depósito y cava de vinos. Garaje para un auto.Calefacción por radiadores a gas oil. Agua caliente por calefón. Sistema de alarma interna y perimetral.Ref.: 9300-ZZ           .  Caracteristicas:  DEPOSITO,  DORMITORIO EN SUITE,  ESTAR,  GARAJE,  LAVADERO,  LIVING COMEDOR,  TOILETTE,  VESTIDOR,  ESTUFA A LEñA,  ALARMA,  SISTEMA RIEGO *** (CBR-CBR-1102)"
Casa,Malvín,2024-09-03,-34.89534371785002,-56.10946941480506,340000,0.0,,Requiere mantenimiento,Al frente,2.0,133,0,140,3.0,1.0,False,"RESERVADA. Muy buena ubicación. A una cuadra de la Rambla, de la Plaza Fabini y próxima a todos los servicios. Padrón único, de sólida construcción y desarrollada en dos plantas. Buena presencia y excelente distribución de ambientes. Completa, iluminada y funcional. Ideal para parejas con hijos pequeños o adolescentes.Amplio living comedor con piso de parquet y gran ventanal con vista hacia el jardín. Perfecto para distenderse y disfrutar en familia. Cocina con placares aéreos, bajo mesada, acceso al estar y salida al patio. Puedes anexarla fácilmente al living en caso de buscar un concepto abierto. Cálido estar con estufa a leña. Baño social.La planta alta cuenta con un generoso hall de distribución que auspicia a modo de sala de estar, tres dormitorios y un baño completo. Dos de los dormitorios al frente, el otro con vista al patio. Todos con piso de parquet, dos con placard y uno con vestidor.Agradable patio, perfecto para montar un parrillero y disfrutarlo aún más. Si tienes mascota, a ella también le encantará.Garage cerrado y espacio en el retiro como para otro vehículo.La casa cuenta con reja en aberturas.Además de los beneficios que esta propiedad tiene para ofrecerte en sí misma, se encuentra muy bien ubicada. Próxima a supermercados, farmacias, gimnasios, centros educativos, ferreterías, paradas de bus y mucho más. Rodeada de espacios verdes recreativos y a tan sólo una cuadra de la Playa. Ideal para salir a respirar aire fresco, gastar y/o renovar energía. Ni que hablar de disfrutarla con tus hijos en verano, ¡seguro que a ellos también les encantará! Sin duda tiene todo lo que necesitas para vivir pleno y a gusto, en una zona hermosa y descontracturada.¿Quieres saber más? Mi nombre es Vanessa, comunícate conmigo ahora y descubre tu nuevo hogar"
Apartamento,Carrasco,2024-05-18,-34.8794233,-56.0509477,445000,300.0,2015.0,Buen estado,Al frente,3.0,100,0,100,2.0,2.0,False,"Venta de Apartamento 2 DORMITORIOS en Carrasco, Montevideo.Apartamento en Carrasco, con doble terraza y parrillero de uso exclusivo.Living comedor con acceso a terraza con parrillero, toilette, cocina definida con anafe, horno, campana y salida a terraza lavadero, 2 dormitorios, principal en suite con vestidor, segundo dormitorio con placares y 2 baños completos. Amplia terraza de uso exclusivo en azotea, con parrillero. 2 garajes individuales + box.Pisos de lapacho. Aberturas con mosquiteros, rollers en ventanales del living comedor y persianas en dormitorios. Losa radiante individual y agua caliente por caldereta a gas. Unidades split en living y dormitorio principal.Ref.: 9320-ZZ           .  Caracteristicas:  BOX,  DORMITORIO EN SUITE,  GARAJE,  LIVING COMEDOR,  TOILETTE,  VESTIDOR,  LOSA RADIANTE,  PLACARD EN DORMITORIO,  AGUA CALIENTE CENTRAL,  AZOTEA *** (CBR-CBR-1105)"
Apartamento,Centro,2024-08-19,-34.9094886,-56.1887201,135000,112.5,2024.0,A reciclar,Contrafrente,1.0,38,3,0,1.0,1.0,True,"Precioso apartamento en venta en Centro.Construido bajo la ley de vivienda promovida, exonera impuestos, ideal inversionista para renta. Tiene amenitas como barbacoa, gimnasio, cowork, sala de reuniones, parrilleros, wet spa, solárium, domótica en los apartamentos, que permite controlar luces, ventanas, aires acondicionados. Se encuentran a estrenar. Dos ascensores. Opción Garaje o cochera semicubierta y baulera, desde 20188 dólares.Gastos de conexión: 4,75 %Comisión inmobiliaria: 3% mas IVA"
Apartamento,Centro,2024-07-30,-34.90915585449019,-56.1972606186464,158000,212.5,2020.0,Excelente estado,Contrafrente,2.0,59,0,0,2.0,1.0,False,"Canelones entre Andes y Convención, vendo apartamento con muy poco uso en un edificio moderno, contra frente con muy linda vista despejada, sumamente luminoso.Living comedor con gran ventanal de piso a techo, amplia cocina definida con placares bajo y sobre mesada.Dos dormitorios con placares y 2 baños, principal en suite.Todos los ambientes son amplios y luminosos. Pisos de porcelanato.Calefacción por losa radiante eléctrica.Conexión para lavarropa.Garage fijo para un auto.El edificio tiene portería virtual, lavadero de uso común y barbacoa con parrillero y terraza.Gastos comunes $ 8.500Primaria $ 7.000 anualContribución $ 24.000 anual"
Apartamento,Punta Carretas,2024-08-01,-34.9236976,-56.1537472,785000,725.0,2021.0,Excelente estado,Al frente,3.0,173,0,224,4.0,1.0,False,"Apartamento en venta, 4 dormitorios, en Punta Carretas, Montevideo.La propiedad se encuentra en frente a la rambla a pocas cuadras del Punta Carretas Shopping y el parque Villa Biarritz. Al ingresar a la unidad se encuentra un amplio living comedor con salida a un balcón. Cuenta con cocina definida con mucha luz natural, office. Dispone de terraza lavadero y dormitorio de servicio completo. 4 dormitorios, el principal con walking closet y baño en suite, y un baño completo.Garaje comodo.Características:- Gas por cañería y calefacción central.- Cerradura digital en las 2 puertas de ingreso.           .  Caracteristicas:  COMEDOR,  ESTAR,  PORTERIA *** (SRS-SRS-10652)"
Apartamento,Villa Biarritz,2024-05-28,-34.92115015,-56.15394653265631,240000,175.0,2020.0,Excelente estado,Al frente,1.0,56,8,0,1.0,1.0,False,"Hermoso apartamento de amplias dimensiones, con disposición al frente. Muy buena orientacion, muy soleado y con vista despejada.Living comedor con cocina integrada. Cocina con muebles sobre y bajo mesada. Dormitorio con Walking closet. Baño en suite. Salida a terraza desde el living y cocina. Garaje para un auto, cómodo.Se encuentra alquilado con renta de 1000 dólares. Coordine una visita. Comisión inmobiliaria: 3% mas Iva."
Casa,Malvín,2024-06-14,-34.89639616438246,-56.103070735407535,380000,0.0,,Buen estado,No aplica,2.0,255,0,227,3.0,1.0,False,"Ubicada en uno de los puntos más buscados de Malvín. Sobre calle tranquila, a metros de la Rambla y de Orinoco. Padrón único, de sólida construcción, buena presencia y agradable distribución de ambientes. Espacios amplios, funcionales e iluminados, ¡realmente difíciles de encontrar hoy en día!Ideal para familias con hijos pequeños o adolescentes. Sin duda el hogar perfecto para quienes buscan comodidad, distinción y proximidad de servicios.Planta baja: Living al frente con amplio ventanal y una estufa a leña que además de climatizar, le da ese toque de calidez a uno de los puntos de encuentro en las tardes y noches de invierno. Estar/ comedor con grandes ventanales que conectan con el patio. Cocina definida con espacio para desayunar y salida al patio. Baño social.Primer piso: Cuenta con tres dormitorios y un baño completo con mampara (actualizado hace 4 años). Los tres dormitorios tienen su encanto y además, son de buen tamaño. Dos al frente, con piso de parquet, excelentes placares y grandes ventanales con persiana. Ambos con salida a una hermosa terraza con una imperdible vista hacia la playa de Malvín. Ideal para respirar aire fresco por las mañanas o disfrutar del atardecer luego de un largo día de trabajo. Tercer dormitorio anexado a una interesante terraza cerrada con vista al patio.Segundo piso: Gran habitación, excelente para amoldarla a tus gustos y necesidades familiares. Posible Playroom, lugar de trabajo o cuarto dormitorio.Además del jardín al frente con reja perimetral, cuenta con un lindo patio con parrillero, perfecto para disfrutar aún más de reuniones en familia y con amigos. Si tienes mascota, ella también te lo agradecerá.Depósito para guardar herramientas, repuestos y todo aquello que no quieras tener ocupando espacio en el interior de la casa. Cabe destacar que la propiedad cuenta con placares empotrados en diferentes espacios, lo que contribuye a preservar el orden y la armonía del hogar.Garage cerrado que conecta con la cocina, muy práctico para esos días de lluvia. Espacio para un segundo vehículo en el retiro.Esta propiedad te ofrece en sí misma, beneficios y ventajas sin igual. Además, se encuentra a tan sólo pasos de supermercados, centros educativos, gimnasios, restaurantes, heladerías, farmacias, centros de salud, ferreterías, paradas de bus y mucho más. Ubicada a tan sólo metros de la playa, perfecto para salir a caminar, pasear, hacer deporte, respirar aire fresco, gastar y/o renovar energía. Sin duda tiene todo lo que necesitas para disfrutar de una vida cómoda, plena y en familia.¿Quieres saber más? Mi nombre es Vanessa, comunícate conmigo ahora y descubre tu nuevo hogar"
Casa,Malvín,2024-08-19,-34.8902537707621,-56.09420013322961,440000,0.0,,Excelente estado,Al frente,3.0,194,0,330,4.0,3.0,False,"Ubicada sobre calle tranquila, próxima al Club Malvín y al Parque Baroffio. Propiedad horizontal completamente independiente, de sólida construcción y desarrollada en dos plantas. Buena distribución de ambientes. Moderna, espaciosa, muy cómoda, completa, iluminada y funcional. Ideal para familia numerosa.Bonito jardín al frente. Admirable living con piso de parquet y una linda estufa a leña que además de climatizar, le brinda ese toque de calidez a uno de los puntos de encuentro en las tardes y noches de invierno. De muy buen tamaño y a su vez acogedor, excelente para distenderse y disfrutar.Moderna cocina con mesadas en granito, doble bacha, placares aéreos, bajo mesada y salida al fondo. Integrada al comedor diario mediante un pasaplatos/ desayunador. Estupendo para no perderte de nada mientras tu familia está reunida, tus hijos jugando o haciendo su tarea en el comedor. Agradable comedor diario con grandes ventanales hacia el jardín.Cuenta con cuatro dormitorios. Dos en planta baja y dos en planta alta. Todos con piso de parquet, tres de ellos con placard empotrado. Dormitorio principal de gran tamaño en planta alta, muy iluminado y con acceso a azotea con deck.Un baño completo por planta. Baño social en planta baja.Generoso fondo, en parte enjardinado y en parte embaldosado, con parrillero techado. Perfecto para disfrutar aún más de lindos momentos en familia y con amigos. Si tienes mascota, a ella también le encantará.Habitación con baño contigua al parrillero, amoldable a tus gustos y necesidades. Posible lugar de trabajo, estudio, playroom, gimnasio o primera independencia, entre otros.Depósito para guardar herramientas, repuestos, máquina de cortar pasto y todo aquello que no quieras tener ocupando espacio en el interior de la casa.Lugar para tres vehículos en el retiro.Sin duda una propiedad que ofrece grandes beneficios. Amplia y muy bien cuidada. Con espacio suficiente como para compartir cómodos en familia y también como para encontrar tu espacio de relax. Doble vidrio en ventanales al frente. Persianas y cortinas corredizas. Aire acondicionado en dormitorios, comedor y habitación al fondo. Placares y espacios de guardado que contribuyen a mantener el orden y la armonía del hogar. Reja perimetral, reja en aberturas y alarma.Pronta para mudarse y con todo lo que necesitas para vivir pleno y a gusto en una hermosa zona, próxima a servicios y espacios de recreación.¿Quieres saber más? Mi nombre es Vanessa, comunícate conmigo ahora y descubre tu nuevo hogar"
Apartamento,Cordón,2024-09-02,-34.903847,-56.174169,149000,100.0,2024.0,A estrenar,Al frente,1.0,43,-43,0,1.0,1.0,False,"Precioso apartamento a Estrenar.-Piso Alto, super luminoso y despejado, cocina integrada con placares.-Tiene sillón de dos cuerpos , mesa ratona, lámpara de pie, rack para tv y tv. banquetas para desayunar, heladera.1 dormitorio con somiier , mesas de luz y sus respectivas lámparas.-Gge lugar fijo.-Precio U$S 149.000.-Ideal Inversor , alquilado a partir del 1° de Julio 2024.- (CW214480)"
